,index,Feature name,Coefficients,Original feature name,Score - Calculation,Score - Preliminary,Difference,Score - Final
49,49,revol_util:0.8-0.9,-0.0326717311827336,revol_util,-0.8157481142324152,-1.0,-0.18425188576758478,-1.0
50,50,revol_util:0.9-1.0,0.587573493643002,revol_util,14.670540925163413,15.0,0.32945907483658665,15.0
51,51,"out_prncp:<1,286",-3.5116224527427637,out_prncp,-87.67822487579126,-88.0,-0.32177512420874166,-88.0
52,52,"out_prncp:1,286-6,432",-1.086063842555939,out_prncp,-27.116852992755657,-27.0,0.11685299275565697,-27.0
53,53,"out_prncp:6,432-9,005",-0.6579718388571547,out_prncp,-16.42824751966052,-16.0,0.42824751966051977,-16.0
54,54,"out_prncp:9,005-10,291",-0.4023461738439764,out_prncp,-10.045783333186389,-10.0,0.04578333318638883,-10.0
55,55,"out_prncp:10,291-15,437",-0.29310884647659174,out_prncp,-7.3183446399216106,-7.0,0.31834463992161055,-7.0
56,56,"total_pymnt:<10,000",-6.209170987182464,total_pymnt,-155.03064393531554,-155.0,0.03064393531553833,-155.0
57,57,"total_pymnt:10,000-15,000",-4.026282629749181,total_pymnt,-100.52826537457508,-101.0,-0.47173462542491507,-101.0
58,58,"total_pymnt:15,000-20,000",-2.913929724715738,total_pymnt,-72.75502680429929,-73.0,-0.24497319570070886,-73.0
59,59,"total_pymnt:20,000-25,000",-1.8632976454203578,total_pymnt,-46.52283443457806,-47.0,-0.47716556542194155,-47.0
60,60,"total_rec_int:<1,089",4.347240251914137,total_rec_int,108.54193852722243,109.0,0.4580614727775725,109.0
61,61,"total_rec_int:1,089-2,541",3.769170161527363,total_rec_int,94.10867867056743,94.0,-0.10867867056742853,94.0
62,62,"total_rec_int:2,541-4,719",2.6313384141295653,total_rec_int,65.6992841067417,66.0,0.3007158932582996,66.0
63,63,"total_rec_int:4,719-7,260",1.3475817335548987,total_rec_int,33.64643433716822,34.0,0.3535656628317767,34.0
64,64,total_rev_hi_lim:missing,0.19929000425536386,total_rev_hi_lim,4.97587483954932,5.0,0.024125160450680028,5.0
65,65,"total_rev_hi_lim:<6,381",0.38027271373401084,total_rev_hi_lim,9.494652958166505,9.0,-0.4946529581665047,9.0
66,66,"total_rev_hi_lim:6,381-19,144",0.3182358410530644,total_rev_hi_lim,7.945715694349181,8.0,0.05428430565081932,8.0
67,67,"total_rev_hi_lim:19,144-25,525",0.21689240407389912,total_rev_hi_lim,5.415371736044467,5.0,-0.41537173604446664,5.0
68,68,"total_rev_hi_lim:25,525-35,097",0.09826607645390782,total_rev_hi_lim,2.4535083896214505,2.0,-0.45350838962145046,2.0
69,69,"total_rev_hi_lim:35,097-54,241",0.054062101420965195,total_rev_hi_lim,1.3498230944340197,1.0,-0.3498230944340197,1.0
70,70,"total_rev_hi_lim:54,241-79,780",-0.006346018376962418,total_rev_hi_lim,-0.15844745094582444,-0.0,0.15844745094582444,-0.0
71,71,mths_since_earliest_cr_line:missing,0.13280870140677214,mths_since_earliest_cr_line,3.315968998406951,3.0,-0.31596899840695114,3.0
72,72,mths_since_earliest_cr_line:<125,-0.1542453326317844,mths_since_earliest_cr_line,-3.8511990233938405,-4.0,-0.14880097660615954,-4.0
73,73,mths_since_earliest_cr_line:125-167,-0.08947589363212874,mths_since_earliest_cr_line,-2.2340350161255893,-2.0,0.2340350161255893,-2.0
74,74,mths_since_earliest_cr_line:167-249,-0.010461536808147187,mths_since_earliest_cr_line,-0.26120375671213636,-0.0,0.26120375671213636,-0.0
75,75,mths_since_earliest_cr_line:249-331,-0.0102698038610392,mths_since_earliest_cr_line,-0.25641656655178696,-0.0,0.25641656655178696,-0.0
76,76,mths_since_earliest_cr_line:331-434,0.02355897418419847,mths_since_earliest_cr_line,0.5882207054325455,1.0,0.41177929456745455,1.0
77,77,mths_since_issue_d:<79,-0.3612338018122272,mths_since_issue_d,-9.019289212965273,-9.0,0.01928921296527264,-9.0
78,78,mths_since_issue_d:79-89,-0.33626840848108047,mths_since_issue_d,-8.395953020063557,-8.0,0.3959530200635566,-8.0
79,79,mths_since_issue_d:89-100,-0.331097515489732,mths_since_issue_d,-8.266846111617294,-8.0,0.2668461116172942,-8.0
80,80,mths_since_issue_d:100-122,-0.11793368278030306,mths_since_issue_d,-2.944569383068326,-3.0,-0.05543061693167406,-3.0
81,81,mths_since_last_credit_pull_d:missing,0.6077450229545877,mths_since_last_credit_pull_d,15.174183872795338,15.0,-0.17418387279533754,15.0
82,82,mths_since_last_credit_pull_d:<56,0.6477642996457664,mths_since_last_credit_pull_d,16.173385577510235,16.0,-0.17338557751023487,16.0
83,83,mths_since_last_credit_pull_d:56-61,1.184074783270237,mths_since_last_credit_pull_d,29.563991150653052,30.0,0.4360088493469476,30.0
84,84,mths_since_last_credit_pull_d:61-75,0.2916802466227637,mths_since_last_credit_pull_d,7.282675344338988,7.0,-0.2826753443389878,7.0
85,0,mths_since_last_credit_pull_d:>75,0.0,mths_since_last_credit_pull_d,0.0,0.0,0.0,0.0
86,1,mths_since_issue_d:>122,0.0,mths_since_issue_d,0.0,0.0,0.0,0.0
87,2,mths_since_earliest_cr_line:>434,0.0,mths_since_earliest_cr_line,0.0,0.0,0.0,0.0
88,3,"total_rev_hi_lim:>79,780",0.0,total_rev_hi_lim,0.0,0.0,0.0,0.0
89,4,"total_rec_int:>7,260",0.0,total_rec_int,0.0,0.0,0.0,0.0
90,5,"total_pymnt:>25,000",0.0,total_pymnt,0.0,0.0,0.0,0.0
91,6,"out_prncp:>15,437",0.0,out_prncp,0.0,0.0,0.0,0.0
92,7,revol_util:>1.0,0.0,revol_util,0.0,0.0,0.0,0.0
93,8,inq_last_6mths:>4,0.0,inq_last_6mths,0.0,0.0,0.0,0.0
94,9,dti:>35.191,0.0,dti,0.0,0.0,0.0,0.0
95,10,annual_inc:>150K,0.0,annual_inc,0.0,0.0,0.0,0.0
96,11,int_rate:>20.281,0.0,int_rate,0.0,0.0,0.0,0.0
97,12,term:60,0.0,term,0.0,0.0,0.0,0.0
98,13,purpose:major_purch__car__home_impr,0.0,purpose,0.0,0.0,0.0,0.0
99,14,verification_status:Not Verified,0.0,verification_status,0.0,0.0,0.0,0.0
100,15,home_ownership:MORTGAGE,0.0,home_ownership,0.0,0.0,0.0,0.0
101,16,grade:G,0.0,grade,0.0,0.0,0.0,0.0
